time,code,test_year,seed,episodes,window,features,hidden,lr,gamma,target_every,eps_decay,ret,excess_bh,sortino,mdd,trades,data_hash,train_len,churn,penalty
09-16 12:28,005930,2019,1,10,10,slim5,128,0.001,0.99,500,0.999,0.4705,0.0305,3.27,-0.1024,32,4f2d1fab41,5,hold10,0.0
09-16 12:29,005930,2019,2,10,10,slim5,128,0.001,0.99,500,0.999,0.0007,-0.4392,0.111,-0.195,27,4f2d1fab41,5,hold10,0.0
09-16 12:29,005930,2019,3,10,10,slim5,128,0.001,0.99,500,0.999,0.1392,-0.3008,1.163,-0.2059,27,4f2d1fab41,5,hold10,0.0
09-16 12:30,005930,2019,4,10,10,slim5,128,0.001,0.99,500,0.999,0.1233,-0.3167,1.07,-0.1657,24,4f2d1fab41,5,hold10,0.0
09-16 12:31,005930,2019,5,10,10,slim5,128,0.001,0.99,500,0.999,0.0648,-0.3752,0.588,-0.203,21,4f2d1fab41,5,hold10,0.0
09-16 12:31,005930,2019,6,10,10,slim5,128,0.001,0.99,500,0.999,0.2356,-0.2044,1.8,-0.1281,30,4f2d1fab41,5,hold10,0.0
09-16 12:32,005930,2019,7,10,10,slim5,128,0.001,0.99,500,0.999,0.4229,-0.0171,2.903,-0.1207,30,4f2d1fab41,5,hold10,0.0
09-16 12:32,005930,2019,8,10,10,slim5,128,0.001,0.99,500,0.999,0.2096,-0.2304,1.553,-0.1562,24,4f2d1fab41,5,hold10,0.0
09-16 12:33,005930,2019,9,10,10,slim5,128,0.001,0.99,500,0.999,-0.0034,-0.4433,0.072,-0.1272,22,4f2d1fab41,5,hold10,0.0
09-16 12:33,005930,2019,10,10,10,slim5,128,0.001,0.99,500,0.999,0.4653,0.0253,3.13,-0.1078,22,4f2d1fab41,5,hold10,0.0
09-16 12:34,005930,2019,11,10,10,slim5,128,0.001,0.99,500,0.999,0.4748,0.0348,3.238,-0.1221,25,4f2d1fab41,5,hold10,0.0
09-16 12:34,005930,2019,12,10,10,slim5,128,0.001,0.99,500,0.999,0.0689,-0.371,0.611,-0.1478,25,4f2d1fab41,5,hold10,0.0
09-16 12:35,005930,2019,13,10,10,slim5,128,0.001,0.99,500,0.999,0.177,-0.2629,1.333,-0.1338,30,4f2d1fab41,5,hold10,0.0
09-16 12:35,005930,2019,14,10,10,slim5,128,0.001,0.99,500,0.999,0.25,-0.19,1.861,-0.1688,31,4f2d1fab41,5,hold10,0.0
09-16 12:36,005930,2019,15,10,10,slim5,128,0.001,0.99,500,0.999,0.1356,-0.3043,1.135,-0.2141,28,4f2d1fab41,5,hold10,0.0
09-16 12:36,005930,2019,16,10,10,slim5,128,0.001,0.99,500,0.999,0.1202,-0.3197,0.982,-0.157,29,4f2d1fab41,5,hold10,0.0
09-16 12:37,005930,2019,17,10,10,slim5,128,0.001,0.99,500,0.999,0.0536,-0.3864,0.545,-0.2281,30,4f2d1fab41,5,hold10,0.0
09-16 12:37,005930,2019,18,10,10,slim5,128,0.001,0.99,500,0.999,0.24,-0.2,1.964,-0.1003,29,4f2d1fab41,5,hold10,0.0
09-16 12:38,005930,2019,19,10,10,slim5,128,0.001,0.99,500,0.999,0.0194,-0.4206,0.258,-0.1975,23,4f2d1fab41,5,hold10,0.0
09-16 12:38,005930,2019,20,10,10,slim5,128,0.001,0.99,500,0.999,0.1794,-0.2605,1.432,-0.1568,29,4f2d1fab41,5,hold10,0.0
09-16 12:39,005930,2020,1,10,10,slim5,128,0.001,0.99,500,0.999,0.1925,-0.2745,1.113,-0.3186,17,4f2d1fab41,5,hold10,0.0
09-16 12:39,005930,2020,2,10,10,slim5,128,0.001,0.99,500,0.999,0.4038,-0.0633,1.931,-0.2874,34,4f2d1fab41,5,hold10,0.0
09-16 12:40,005930,2020,3,10,10,slim5,128,0.001,0.99,500,0.999,0.478,0.011,2.345,-0.2808,28,4f2d1fab41,5,hold10,0.0
09-16 12:41,005930,2020,4,10,10,slim5,128,0.001,0.99,500,0.999,0.324,-0.143,1.866,-0.2287,25,4f2d1fab41,5,hold10,0.0
09-16 12:41,005930,2020,5,10,10,slim5,128,0.001,0.99,500,0.999,0.3831,-0.084,1.792,-0.2643,31,4f2d1fab41,5,hold10,0.0
09-16 12:42,005930,2020,6,10,10,slim5,128,0.001,0.99,500,0.999,0.4095,-0.0576,1.964,-0.3117,25,4f2d1fab41,5,hold10,0.0
09-16 12:42,005930,2020,7,10,10,slim5,128,0.001,0.99,500,0.999,0.4712,0.0041,2.218,-0.2612,33,4f2d1fab41,5,hold10,0.0
09-16 12:43,005930,2020,8,10,10,slim5,128,0.001,0.99,500,0.999,0.3714,-0.0956,1.808,-0.3092,26,4f2d1fab41,5,hold10,0.0
09-16 12:44,005930,2020,9,10,10,slim5,128,0.001,0.99,500,0.999,0.1133,-0.3538,0.692,-0.3343,18,4f2d1fab41,5,hold10,0.0
09-16 12:44,005930,2020,10,10,10,slim5,128,0.001,0.99,500,0.999,0.4507,-0.0163,2.022,-0.3097,25,4f2d1fab41,5,hold10,0.0
09-16 12:45,005930,2020,11,10,10,slim5,128,0.001,0.99,500,0.999,0.5166,0.0496,2.299,-0.1882,31,4f2d1fab41,5,hold10,0.0
09-16 12:45,005930,2020,12,10,10,slim5,128,0.001,0.99,500,0.999,0.3505,-0.1165,1.631,-0.2715,29,4f2d1fab41,5,hold10,0.0
09-16 12:46,005930,2020,13,10,10,slim5,128,0.001,0.99,500,0.999,0.3032,-0.1638,1.743,-0.1871,25,4f2d1fab41,5,hold10,0.0
09-16 12:46,005930,2020,14,10,10,slim5,128,0.001,0.99,500,0.999,0.2171,-0.25,1.1,-0.2307,28,4f2d1fab41,5,hold10,0.0
09-16 12:47,005930,2020,15,10,10,slim5,128,0.001,0.99,500,0.999,0.6056,0.1385,2.977,-0.1593,32,4f2d1fab41,5,hold10,0.0
09-16 12:47,005930,2020,16,10,10,slim5,128,0.001,0.99,500,0.999,0.326,-0.1411,1.526,-0.2815,27,4f2d1fab41,5,hold10,0.0
09-16 12:48,005930,2020,17,10,10,slim5,128,0.001,0.99,500,0.999,0.7052,0.2382,2.956,-0.211,30,4f2d1fab41,5,hold10,0.0
09-16 12:48,005930,2020,18,10,10,slim5,128,0.001,0.99,500,0.999,0.415,-0.0521,2.074,-0.2574,27,4f2d1fab41,5,hold10,0.0
09-16 12:49,005930,2020,19,10,10,slim5,128,0.001,0.99,500,0.999,0.1056,-0.3615,0.692,-0.3199,31,4f2d1fab41,5,hold10,0.0
09-16 12:49,005930,2020,20,10,10,slim5,128,0.001,0.99,500,0.999,0.5131,0.046,2.391,-0.2257,28,4f2d1fab41,5,hold10,0.0
09-16 12:50,005930,2018,1,10,10,slim5,256,0.001,0.99,500,0.999,-0.2548,-0.0146,-1.661,-0.2704,33,4f2d1fab41,5,hold10,0.0
09-16 12:50,005930,2018,2,10,10,slim5,256,0.001,0.99,500,0.999,-0.3018,-0.0616,-2.199,-0.3544,29,4f2d1fab41,5,hold10,0.0
09-16 12:51,005930,2018,3,10,10,slim5,256,0.001,0.99,500,0.999,-0.149,0.0912,-0.883,-0.2416,30,4f2d1fab41,5,hold10,0.0
09-16 12:51,005930,2018,4,10,10,slim5,256,0.001,0.99,500,0.999,-0.088,0.1523,-0.461,-0.1877,27,4f2d1fab41,5,hold10,0.0
09-16 12:52,005930,2018,5,10,10,slim5,256,0.001,0.99,500,0.999,-0.1523,0.0879,-0.916,-0.2389,25,4f2d1fab41,5,hold10,0.0
09-16 12:52,005930,2018,6,10,10,slim5,256,0.001,0.99,500,0.999,-0.089,0.1512,-0.482,-0.1715,12,4f2d1fab41,5,hold10,0.0
09-16 12:52,005930,2018,7,10,10,slim5,256,0.001,0.99,500,0.999,-0.2284,0.0119,-1.602,-0.2503,33,4f2d1fab41,5,hold10,0.0
09-16 12:53,005930,2018,8,10,10,slim5,256,0.001,0.99,500,0.999,-0.2702,-0.03,-1.851,-0.3278,27,4f2d1fab41,5,hold10,0.0
09-16 12:53,005930,2018,9,10,10,slim5,256,0.001,0.99,500,0.999,-0.2417,-0.0014,-1.766,-0.2928,24,4f2d1fab41,5,hold10,0.0
09-16 12:54,005930,2018,10,10,10,slim5,256,0.001,0.99,500,0.999,-0.2908,-0.0505,-2.107,-0.3208,18,4f2d1fab41,5,hold10,0.0
09-16 12:54,005930,2018,11,10,10,slim5,256,0.001,0.99,500,0.999,-0.3329,-0.0926,-2.47,-0.3536,31,4f2d1fab41,5,hold10,0.0
09-16 12:55,005930,2018,12,10,10,slim5,256,0.001,0.99,500,0.999,-0.1697,0.0706,-1.064,-0.2689,36,4f2d1fab41,5,hold10,0.0
09-16 12:55,005930,2018,13,10,10,slim5,256,0.001,0.99,500,0.999,-0.2732,-0.0329,-1.805,-0.2913,26,4f2d1fab41,5,hold10,0.0
09-16 12:56,005930,2018,14,10,10,slim5,256,0.001,0.99,500,0.999,-0.2565,-0.0162,-1.717,-0.2729,35,4f2d1fab41,5,hold10,0.0
09-16 12:56,005930,2018,15,10,10,slim5,256,0.001,0.99,500,0.999,-0.274,-0.0337,-1.835,-0.306,33,4f2d1fab41,5,hold10,0.0
09-16 12:57,005930,2018,16,10,10,slim5,256,0.001,0.99,500,0.999,-0.2231,0.0172,-1.428,-0.225,34,4f2d1fab41,5,hold10,0.0
09-16 12:57,005930,2018,17,10,10,slim5,256,0.001,0.99,500,0.999,-0.2624,-0.0221,-1.778,-0.2679,26,4f2d1fab41,5,hold10,0.0
09-16 12:58,005930,2018,18,10,10,slim5,256,0.001,0.99,500,0.999,-0.2837,-0.0434,-1.99,-0.2837,26,4f2d1fab41,5,hold10,0.0
09-16 12:58,005930,2018,19,10,10,slim5,256,0.001,0.99,500,0.999,-0.265,-0.0248,-1.792,-0.2887,26,4f2d1fab41,5,hold10,0.0
09-16 12:59,005930,2018,20,10,10,slim5,256,0.001,0.99,500,0.999,-0.3784,-0.1381,-2.72,-0.3913,29,4f2d1fab41,5,hold10,0.0
09-16 12:59,005930,2019,1,10,10,slim5,256,0.001,0.99,500,0.999,0.1843,-0.2557,1.444,-0.1381,27,4f2d1fab41,5,hold10,0.0
09-16 13:00,005930,2019,2,10,10,slim5,256,0.001,0.99,500,0.999,0.1872,-0.2527,1.508,-0.1178,24,4f2d1fab41,5,hold10,0.0
09-16 13:00,005930,2019,3,10,10,slim5,256,0.001,0.99,500,0.999,0.1132,-0.3267,0.951,-0.1909,30,4f2d1fab41,5,hold10,0.0
09-16 13:01,005930,2019,4,10,10,slim5,256,0.001,0.99,500,0.999,0.1046,-0.3353,0.95,-0.1759,27,4f2d1fab41,5,hold10,0.0
09-16 13:02,005930,2019,5,10,10,slim5,256,0.001,0.99,500,0.999,0.5366,0.0966,3.273,-0.1428,31,4f2d1fab41,5,hold10,0.0
09-16 13:02,005930,2019,6,10,10,slim5,256,0.001,0.99,500,0.999,-0.04,-0.48,-0.192,-0.1762,19,4f2d1fab41,5,hold10,0.0
09-16 13:03,005930,2019,7,10,10,slim5,256,0.001,0.99,500,0.999,0.3443,-0.0956,2.27,-0.1399,25,4f2d1fab41,5,hold10,0.0
09-16 13:03,005930,2019,8,10,10,slim5,256,0.001,0.99,500,0.999,0.2582,-0.1818,1.913,-0.107,22,4f2d1fab41,5,hold10,0.0
09-16 13:04,005930,2019,9,10,10,slim5,256,0.001,0.99,500,0.999,0.2689,-0.171,2.161,-0.078,24,4f2d1fab41,5,hold10,0.0
09-16 13:05,005930,2019,10,10,10,slim5,256,0.001,0.99,500,0.999,0.3155,-0.1244,2.284,-0.1332,28,4f2d1fab41,5,hold10,0.0
09-16 13:05,005930,2019,11,10,10,slim5,256,0.001,0.99,500,0.999,0.401,-0.039,2.655,-0.1004,31,4f2d1fab41,5,hold10,0.0
09-16 13:06,005930,2019,12,10,10,slim5,256,0.001,0.99,500,0.999,0.0333,-0.4066,0.39,-0.2238,27,4f2d1fab41,5,hold10,0.0
09-16 13:06,005930,2019,13,10,10,slim5,256,0.001,0.99,500,0.999,0.3006,-0.1393,2.074,-0.182,28,4f2d1fab41,5,hold10,0.0
09-16 13:07,005930,2019,14,10,10,slim5,256,0.001,0.99,500,0.999,0.1935,-0.2464,1.497,-0.199,33,4f2d1fab41,5,hold10,0.0
09-16 13:07,005930,2019,15,10,10,slim5,256,0.001,0.99,500,0.999,0.2723,-0.1676,1.988,-0.1794,32,4f2d1fab41,5,hold10,0.0
09-16 13:08,005930,2019,16,10,10,slim5,256,0.001,0.99,500,0.999,0.1042,-0.3358,0.916,-0.1213,22,4f2d1fab41,5,hold10,0.0
09-16 13:09,005930,2019,17,10,10,slim5,256,0.001,0.99,500,0.999,0.0539,-0.3861,0.423,-0.1437,19,4f2d1fab41,5,hold10,0.0
09-16 13:09,005930,2019,18,10,10,slim5,256,0.001,0.99,500,0.999,0.2899,-0.1501,2.158,-0.1416,24,4f2d1fab41,5,hold10,0.0
09-16 13:10,005930,2019,19,10,10,slim5,256,0.001,0.99,500,0.999,0.1657,-0.2743,1.227,-0.1538,31,4f2d1fab41,5,hold10,0.0
09-16 13:10,005930,2019,20,10,10,slim5,256,0.001,0.99,500,0.999,0.2411,-0.1988,1.821,-0.1224,31,4f2d1fab41,5,hold10,0.0
09-16 13:11,005930,2020,1,10,10,slim5,256,0.001,0.99,500,0.999,0.437,-0.0301,2.363,-0.226,29,4f2d1fab41,5,hold10,0.0
09-16 13:12,005930,2020,2,10,10,slim5,256,0.001,0.99,500,0.999,0.1529,-0.3142,0.933,-0.3399,23,4f2d1fab41,5,hold10,0.0
09-16 13:12,005930,2020,3,10,10,slim5,256,0.001,0.99,500,0.999,0.5292,0.0622,2.415,-0.2547,34,4f2d1fab41,5,hold10,0.0
09-16 13:13,005930,2020,4,10,10,slim5,256,0.001,0.99,500,0.999,0.1432,-0.3238,0.836,-0.3013,27,4f2d1fab41,5,hold10,0.0
09-16 13:13,005930,2020,5,10,10,slim5,256,0.001,0.99,500,0.999,0.7355,0.2684,3.029,-0.2667,31,4f2d1fab41,5,hold10,0.0
09-16 13:14,005930,2020,6,10,10,slim5,256,0.001,0.99,500,0.999,0.2527,-0.2144,1.298,-0.3706,35,4f2d1fab41,5,hold10,0.0
09-16 13:15,005930,2020,7,10,10,slim5,256,0.001,0.99,500,0.999,0.3513,-0.1158,1.656,-0.2214,19,4f2d1fab41,5,hold10,0.0
09-16 13:15,005930,2020,8,10,10,slim5,256,0.001,0.99,500,0.999,0.1765,-0.2906,0.929,-0.2867,26,4f2d1fab41,5,hold10,0.0
09-16 13:16,005930,2020,9,10,10,slim5,256,0.001,0.99,500,0.999,0.5183,0.0512,2.202,-0.2644,29,4f2d1fab41,5,hold10,0.0
09-16 13:16,005930,2020,10,10,10,slim5,256,0.001,0.99,500,0.999,0.5487,0.0817,2.79,-0.1899,24,4f2d1fab41,5,hold10,0.0
09-16 13:17,005930,2020,11,10,10,slim5,256,0.001,0.99,500,0.999,0.1226,-0.3444,0.79,-0.2626,34,4f2d1fab41,5,hold10,0.0
09-16 13:18,005930,2020,12,10,10,slim5,256,0.001,0.99,500,0.999,0.1924,-0.2746,1.103,-0.2891,36,4f2d1fab41,5,hold10,0.0
09-16 13:18,005930,2020,13,10,10,slim5,256,0.001,0.99,500,0.999,0.189,-0.278,1.048,-0.1397,15,4f2d1fab41,5,hold10,0.0
09-16 13:19,005930,2020,14,10,10,slim5,256,0.001,0.99,500,0.999,0.1777,-0.2894,0.994,-0.2375,20,4f2d1fab41,5,hold10,0.0
09-16 13:20,005930,2020,15,10,10,slim5,256,0.001,0.99,500,0.999,0.1365,-0.3306,0.762,-0.2995,21,4f2d1fab41,5,hold10,0.0
09-16 13:20,005930,2020,16,10,10,slim5,256,0.001,0.99,500,0.999,0.625,0.1579,2.94,-0.2113,33,4f2d1fab41,5,hold10,0.0
09-16 13:21,005930,2020,17,10,10,slim5,256,0.001,0.99,500,0.999,0.3227,-0.1443,1.611,-0.3072,26,4f2d1fab41,5,hold10,0.0
09-16 13:21,005930,2020,18,10,10,slim5,256,0.001,0.99,500,0.999,0.1787,-0.2884,1.003,-0.2994,25,4f2d1fab41,5,hold10,0.0
09-16 13:22,005930,2020,19,10,10,slim5,256,0.001,0.99,500,0.999,0.1372,-0.3298,0.847,-0.3139,31,4f2d1fab41,5,hold10,0.0
09-16 13:23,005930,2020,20,10,10,slim5,256,0.001,0.99,500,0.999,0.248,-0.219,1.345,-0.2642,29,4f2d1fab41,5,hold10,0.0
09-16 13:23,005930,2018,1,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2727,-0.0324,-1.832,-0.2878,33,4f2d1fab41,5,hold10,0.0
09-16 13:23,005930,2018,2,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2725,-0.0322,-1.836,-0.2959,27,4f2d1fab41,5,hold10,0.0
09-16 13:23,005930,2018,3,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2647,-0.0244,-1.767,-0.2801,35,4f2d1fab41,5,hold10,0.0
09-16 13:24,005930,2018,4,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2128,0.0274,-1.302,-0.2382,29,4f2d1fab41,5,hold10,0.0
09-16 13:24,005930,2018,5,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1088,0.1314,-0.621,-0.1804,25,4f2d1fab41,5,hold10,0.0
09-16 13:24,005930,2018,6,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3036,-0.0633,-2.076,-0.3252,23,4f2d1fab41,5,hold10,0.0
09-16 13:25,005930,2018,7,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2369,0.0034,-1.542,-0.3394,33,4f2d1fab41,5,hold10,0.0
09-16 13:25,005930,2018,8,10,10,slim5,64,0.0003,0.99,500,0.999,-0.337,-0.0968,-2.391,-0.3517,27,4f2d1fab41,5,hold10,0.0
09-16 13:25,005930,2018,9,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1215,0.1188,-0.632,-0.2047,25,4f2d1fab41,5,hold10,0.0
09-16 13:25,005930,2018,10,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3419,-0.1017,-2.531,-0.3564,32,4f2d1fab41,5,hold10,0.0
09-16 13:26,005930,2018,11,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2458,-0.0055,-1.658,-0.2671,27,4f2d1fab41,5,hold10,0.0
09-16 13:26,005930,2018,12,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2515,-0.0112,-1.635,-0.3164,30,4f2d1fab41,5,hold10,0.0
09-16 13:26,005930,2018,13,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2477,-0.0074,-1.538,-0.3,32,4f2d1fab41,5,hold10,0.0
09-16 13:27,005930,2018,14,10,10,slim5,64,0.0003,0.99,500,0.999,-0.1214,0.1189,-0.732,-0.2243,28,4f2d1fab41,5,hold10,0.0
09-16 13:27,005930,2018,15,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2537,-0.0134,-1.749,-0.3648,32,4f2d1fab41,5,hold10,0.0
09-16 13:27,005930,2018,16,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3133,-0.073,-2.166,-0.3354,35,4f2d1fab41,5,hold10,0.0
09-16 13:27,005930,2018,17,10,10,slim5,64,0.0003,0.99,500,0.999,-0.2098,0.0305,-1.253,-0.2263,30,4f2d1fab41,5,hold10,0.0
09-16 13:28,005930,2018,18,10,10,slim5,64,0.0003,0.99,500,0.999,-0.0836,0.1567,-0.369,-0.1695,28,4f2d1fab41,5,hold10,0.0
09-16 13:28,005930,2018,19,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3087,-0.0684,-2.105,-0.3167,28,4f2d1fab41,5,hold10,0.0
09-16 13:28,005930,2018,20,10,10,slim5,64,0.0003,0.99,500,0.999,-0.3346,-0.0943,-2.411,-0.3559,29,4f2d1fab41,5,hold10,0.0
09-16 13:29,005930,2019,1,10,10,slim5,64,0.0003,0.99,500,0.999,0.2692,-0.1708,1.902,-0.1027,25,4f2d1fab41,5,hold10,0.0
09-16 13:29,005930,2019,2,10,10,slim5,64,0.0003,0.99,500,0.999,0.2866,-0.1534,2.034,-0.1348,27,4f2d1fab41,5,hold10,0.0
09-16 13:29,005930,2019,3,10,10,slim5,64,0.0003,0.99,500,0.999,0.1851,-0.2549,1.357,-0.1813,34,4f2d1fab41,5,hold10,0.0
09-16 13:30,005930,2019,4,10,10,slim5,64,0.0003,0.99,500,0.999,0.2149,-0.225,1.659,-0.1998,34,4f2d1fab41,5,hold10,0.0
09-16 13:30,005930,2019,5,10,10,slim5,64,0.0003,0.99,500,0.999,0.2992,-0.1408,2.165,-0.1555,28,4f2d1fab41,5,hold10,0.0
09-16 13:30,005930,2019,6,10,10,slim5,64,0.0003,0.99,500,0.999,0.042,-0.3979,0.401,-0.1549,28,4f2d1fab41,5,hold10,0.0
09-16 13:31,005930,2019,7,10,10,slim5,64,0.0003,0.99,500,0.999,0.3186,-0.1214,2.466,-0.0999,31,4f2d1fab41,5,hold10,0.0
09-16 13:31,005930,2019,8,10,10,slim5,64,0.0003,0.99,500,0.999,0.0285,-0.4115,0.322,-0.1592,23,4f2d1fab41,5,hold10,0.0
09-16 13:31,005930,2019,9,10,10,slim5,64,0.0003,0.99,500,0.999,-0.0212,-0.4611,-0.041,-0.1943,25,4f2d1fab41,5,hold10,0.0
09-16 13:32,005930,2019,10,10,10,slim5,64,0.0003,0.99,500,0.999,0.2964,-0.1435,2.099,-0.1602,33,4f2d1fab41,5,hold10,0.0
09-16 13:32,005930,2019,11,10,10,slim5,64,0.0003,0.99,500,0.999,0.1157,-0.3242,0.945,-0.2176,32,4f2d1fab41,5,hold10,0.0
09-16 13:32,005930,2019,12,10,10,slim5,64,0.0003,0.99,500,0.999,0.4648,0.0248,3.179,-0.1308,34,4f2d1fab41,5,hold10,0.0
09-16 13:33,005930,2019,13,10,10,slim5,64,0.0003,0.99,500,0.999,0.1598,-0.2801,1.249,-0.2331,30,4f2d1fab41,5,hold10,0.0
09-16 13:33,005930,2019,14,10,10,slim5,64,0.0003,0.99,500,0.999,0.1441,-0.2959,1.163,-0.1175,34,4f2d1fab41,5,hold10,0.0
09-16 13:33,005930,2019,15,10,10,slim5,64,0.0003,0.99,500,0.999,0.4189,-0.021,3.14,-0.1259,35,4f2d1fab41,5,hold10,0.0
09-16 13:34,005930,2019,16,10,10,slim5,64,0.0003,0.99,500,0.999,0.1324,-0.3075,1.125,-0.1727,31,4f2d1fab41,5,hold10,0.0
09-16 13:34,005930,2019,17,10,10,slim5,64,0.0003,0.99,500,0.999,0.2249,-0.2151,1.647,-0.2252,31,4f2d1fab41,5,hold10,0.0
09-16 13:35,005930,2019,18,10,10,slim5,64,0.0003,0.99,500,0.999,0.1234,-0.3166,1.024,-0.12,31,4f2d1fab41,5,hold10,0.0
09-16 13:35,005930,2019,19,10,10,slim5,64,0.0003,0.99,500,0.999,0.0021,-0.4379,0.14,-0.1865,26,4f2d1fab41,5,hold10,0.0
09-16 13:35,005930,2019,20,10,10,slim5,64,0.0003,0.99,500,0.999,0.2104,-0.2295,1.548,-0.1406,30,4f2d1fab41,5,hold10,0.0
09-16 13:36,005930,2020,1,10,10,slim5,64,0.0003,0.99,500,0.999,0.4619,-0.0051,2.041,-0.3196,30,4f2d1fab41,5,hold10,0.0
09-16 13:36,005930,2020,2,10,10,slim5,64,0.0003,0.99,500,0.999,0.4202,-0.0468,1.933,-0.281,33,4f2d1fab41,5,hold10,0.0
09-16 13:36,005930,2020,3,10,10,slim5,64,0.0003,0.99,500,0.999,0.3989,-0.0681,1.96,-0.2924,23,4f2d1fab41,5,hold10,0.0
09-16 13:37,005930,2020,4,10,10,slim5,64,0.0003,0.99,500,0.999,0.2444,-0.2227,1.435,-0.2756,30,4f2d1fab41,5,hold10,0.0
09-16 13:37,005930,2020,5,10,10,slim5,64,0.0003,0.99,500,0.999,0.3532,-0.1138,1.747,-0.3064,25,4f2d1fab41,5,hold10,0.0
09-16 13:37,005930,2020,6,10,10,slim5,64,0.0003,0.99,500,0.999,0.0451,-0.4219,0.44,-0.301,29,4f2d1fab41,5,hold10,0.0
09-16 13:38,005930,2020,7,10,10,slim5,64,0.0003,0.99,500,0.999,0.4271,-0.04,2.257,-0.2929,33,4f2d1fab41,5,hold10,0.0
09-16 13:38,005930,2020,8,10,10,slim5,64,0.0003,0.99,500,0.999,0.5659,0.0988,2.676,-0.166,25,4f2d1fab41,5,hold10,0.0
09-16 13:39,005930,2020,9,10,10,slim5,64,0.0003,0.99,500,0.999,0.0801,-0.3869,0.558,-0.312,24,4f2d1fab41,5,hold10,0.0
09-16 13:39,005930,2020,10,10,10,slim5,64,0.0003,0.99,500,0.999,0.4377,-0.0293,2.035,-0.2223,30,4f2d1fab41,5,hold10,0.0
09-16 13:39,005930,2020,11,10,10,slim5,64,0.0003,0.99,500,0.999,0.0958,-0.3713,0.678,-0.3378,33,4f2d1fab41,5,hold10,0.0
09-16 13:40,005930,2020,12,10,10,slim5,64,0.0003,0.99,500,0.999,0.572,0.105,2.528,-0.2282,31,4f2d1fab41,5,hold10,0.0
09-16 13:40,005930,2020,13,10,10,slim5,64,0.0003,0.99,500,0.999,0.6818,0.2147,2.816,-0.2986,31,4f2d1fab41,5,hold10,0.0
09-16 13:40,005930,2020,14,10,10,slim5,64,0.0003,0.99,500,0.999,0.2583,-0.2088,1.353,-0.2653,31,4f2d1fab41,5,hold10,0.0
09-16 13:41,005930,2020,15,10,10,slim5,64,0.0003,0.99,500,0.999,0.1831,-0.2839,1.044,-0.274,30,4f2d1fab41,5,hold10,0.0
09-16 13:41,005930,2020,16,10,10,slim5,64,0.0003,0.99,500,0.999,0.3076,-0.1595,1.569,-0.2923,31,4f2d1fab41,5,hold10,0.0
09-16 13:41,005930,2020,17,10,10,slim5,64,0.0003,0.99,500,0.999,0.3998,-0.0673,1.866,-0.3815,32,4f2d1fab41,5,hold10,0.0
09-16 13:42,005930,2020,18,10,10,slim5,64,0.0003,0.99,500,0.999,0.297,-0.1701,1.58,-0.2907,26,4f2d1fab41,5,hold10,0.0
09-16 13:42,005930,2020,19,10,10,slim5,64,0.0003,0.99,500,0.999,0.2494,-0.2177,1.325,-0.3113,32,4f2d1fab41,5,hold10,0.0
09-16 13:43,005930,2020,20,10,10,slim5,64,0.0003,0.99,500,0.999,0.2358,-0.2313,1.25,-0.2652,28,4f2d1fab41,5,hold10,0.0
09-16 13:43,005930,2018,1,10,10,slim5,64,0.003,0.99,500,0.999,-0.1517,0.0886,-0.901,-0.1694,25,4f2d1fab41,5,hold10,0.0
09-16 13:43,005930,2018,2,10,10,slim5,64,0.003,0.99,500,0.999,-0.1808,0.0594,-1.111,-0.2029,36,4f2d1fab41,5,hold10,0.0
09-16 13:44,005930,2018,3,10,10,slim5,64,0.003,0.99,500,0.999,-0.1711,0.0691,-0.992,-0.1931,9,4f2d1fab41,5,hold10,0.0
09-16 13:44,005930,2018,4,10,10,slim5,64,0.003,0.99,500,0.999,-0.2263,0.014,-1.427,-0.2669,35,4f2d1fab41,5,hold10,0.0
09-16 13:44,005930,2018,5,10,10,slim5,64,0.003,0.99,500,0.999,-0.2033,0.0369,-1.422,-0.2954,16,4f2d1fab41,5,hold10,0.0
09-16 13:44,005930,2018,6,10,10,slim5,64,0.003,0.99,500,0.999,-0.1025,0.1378,-0.572,-0.2439,24,4f2d1fab41,5,hold10,0.0
09-16 13:45,005930,2018,7,10,10,slim5,64,0.003,0.99,500,0.999,-0.3024,-0.0622,-2.074,-0.3249,33,4f2d1fab41,5,hold10,0.0
09-16 13:45,005930,2018,8,10,10,slim5,64,0.003,0.99,500,0.999,-0.3317,-0.0914,-2.427,-0.3532,32,4f2d1fab41,5,hold10,0.0
09-16 13:45,005930,2018,9,10,10,slim5,64,0.003,0.99,500,0.999,-0.1177,0.1226,-0.67,-0.1647,28,4f2d1fab41,5,hold10,0.0
