time,code,test_year,seed,episodes,window,features,hidden,lr,gamma,target_every,eps_decay,ret,excess_bh,sortino,mdd,trades,data_hash,train_len,churn,penalty
09-16 11:20,005930,2019,10,10,10,slim5,64,0.001,0.99,500,0.999,0.0813,-0.3586,0.696,-0.1768,49,4f2d1fab41,5,none,0.003
09-16 11:20,005930,2019,11,10,10,slim5,64,0.001,0.99,500,0.999,0.265,-0.1749,1.975,-0.1678,48,4f2d1fab41,5,none,0.003
09-16 11:21,005930,2019,12,10,10,slim5,64,0.001,0.99,500,0.999,-0.0161,-0.456,-0.014,-0.2127,64,4f2d1fab41,5,none,0.003
09-16 11:21,005930,2019,13,10,10,slim5,64,0.001,0.99,500,0.999,0.201,-0.239,1.382,-0.1456,48,4f2d1fab41,5,none,0.003
09-16 11:21,005930,2019,14,10,10,slim5,64,0.001,0.99,500,0.999,0.0365,-0.4034,0.329,-0.1583,51,4f2d1fab41,5,none,0.003
09-16 11:22,005930,2019,15,10,10,slim5,64,0.001,0.99,500,0.999,0.0353,-0.4047,0.371,-0.1685,50,4f2d1fab41,5,none,0.003
09-16 11:22,005930,2019,16,10,10,slim5,64,0.001,0.99,500,0.999,0.2339,-0.2061,1.85,-0.094,56,4f2d1fab41,5,none,0.003
09-16 11:23,005930,2019,17,10,10,slim5,64,0.001,0.99,500,0.999,0.0687,-0.3713,0.654,-0.1713,68,4f2d1fab41,5,none,0.003
09-16 11:23,005930,2019,18,10,10,slim5,64,0.001,0.99,500,0.999,0.0283,-0.4117,0.353,-0.1734,69,4f2d1fab41,5,none,0.003
09-16 11:24,005930,2019,19,10,10,slim5,64,0.001,0.99,500,0.999,0.1169,-0.3231,0.954,-0.1985,68,4f2d1fab41,5,none,0.003
09-16 11:24,005930,2019,20,10,10,slim5,64,0.001,0.99,500,0.999,0.2096,-0.2304,1.584,-0.1718,48,4f2d1fab41,5,none,0.003
09-16 11:25,005930,2020,1,10,10,slim5,64,0.001,0.99,500,0.999,0.0365,-0.4305,0.313,-0.2339,69,4f2d1fab41,5,none,0.003
09-16 11:25,005930,2020,2,10,10,slim5,64,0.001,0.99,500,0.999,0.2174,-0.2497,1.137,-0.3115,48,4f2d1fab41,5,none,0.003
09-16 11:26,005930,2020,3,10,10,slim5,64,0.001,0.99,500,0.999,0.0183,-0.4487,0.303,-0.2856,43,4f2d1fab41,5,none,0.003
09-16 11:26,005930,2020,4,10,10,slim5,64,0.001,0.99,500,0.999,0.0765,-0.3905,0.464,-0.2064,30,4f2d1fab41,5,none,0.003
09-16 11:27,005930,2020,5,10,10,slim5,64,0.001,0.99,500,0.999,0.4376,-0.0294,2.031,-0.2764,48,4f2d1fab41,5,none,0.003
09-16 11:28,005930,2020,6,10,10,slim5,64,0.001,0.99,500,0.999,0.3088,-0.1583,1.533,-0.2895,48,4f2d1fab41,5,none,0.003
09-16 11:28,005930,2020,7,10,10,slim5,64,0.001,0.99,500,0.999,0.1498,-0.3172,0.85,-0.2661,48,4f2d1fab41,5,none,0.003
09-16 11:29,005930,2020,8,10,10,slim5,64,0.001,0.99,500,0.999,0.0079,-0.4591,0.22,-0.3073,52,4f2d1fab41,5,none,0.003
09-16 11:29,005930,2020,9,10,10,slim5,64,0.001,0.99,500,0.999,0.3296,-0.1375,1.681,-0.298,45,4f2d1fab41,5,none,0.003
09-16 11:29,005930,2020,10,10,10,slim5,64,0.001,0.99,500,0.999,0.1735,-0.2936,1.015,-0.3142,24,4f2d1fab41,5,none,0.003
09-16 11:30,005930,2020,11,10,10,slim5,64,0.001,0.99,500,0.999,0.2631,-0.2039,1.227,-0.2644,52,4f2d1fab41,5,none,0.003
09-16 11:30,005930,2020,12,10,10,slim5,64,0.001,0.99,500,0.999,-0.1392,-0.6062,-0.566,-0.2612,65,4f2d1fab41,5,none,0.003
09-16 11:31,005930,2020,13,10,10,slim5,64,0.001,0.99,500,0.999,0.1873,-0.2797,1.371,-0.1742,64,4f2d1fab41,5,none,0.003
09-16 11:31,005930,2020,14,10,10,slim5,64,0.001,0.99,500,0.999,0.4396,-0.0275,2.059,-0.285,59,4f2d1fab41,5,none,0.003
09-16 11:32,005930,2020,15,10,10,slim5,64,0.001,0.99,500,0.999,0.4299,-0.0372,2.071,-0.2613,31,4f2d1fab41,5,none,0.003
09-16 11:32,005930,2020,16,10,10,slim5,64,0.001,0.99,500,0.999,-0.0574,-0.5244,-0.064,-0.3298,41,4f2d1fab41,5,none,0.003
09-16 11:32,005930,2020,17,10,10,slim5,64,0.001,0.99,500,0.999,0.3045,-0.1626,1.887,-0.2699,43,4f2d1fab41,5,none,0.003
09-16 11:33,005930,2020,18,10,10,slim5,64,0.001,0.99,500,0.999,0.2151,-0.2519,1.138,-0.3021,35,4f2d1fab41,5,none,0.003
09-16 11:33,005930,2020,19,10,10,slim5,64,0.001,0.99,500,0.999,0.4036,-0.0635,1.957,-0.3278,35,4f2d1fab41,5,none,0.003
09-16 11:34,005930,2020,20,10,10,slim5,64,0.001,0.99,500,0.999,0.2348,-0.2322,1.264,-0.2855,78,4f2d1fab41,5,none,0.003
09-16 11:34,005930,2018,1,10,10,slim5,64,0.001,0.99,500,0.999,-0.2131,0.0272,-1.476,-0.2288,34,4f2d1fab41,5,none,0.01
09-16 11:35,005930,2018,2,10,10,slim5,64,0.001,0.99,500,0.999,-0.2349,0.0053,-1.474,-0.2945,15,4f2d1fab41,5,none,0.01
09-16 11:35,005930,2018,3,10,10,slim5,64,0.001,0.99,500,0.999,-0.0168,0.2235,0.08,-0.1406,23,4f2d1fab41,5,none,0.01
09-16 11:35,005930,2018,4,10,10,slim5,64,0.001,0.99,500,0.999,-0.098,0.1423,-0.583,-0.1423,24,4f2d1fab41,5,none,0.01
09-16 11:36,005930,2018,5,10,10,slim5,64,0.001,0.99,500,0.999,-0.111,0.1293,-0.6,-0.2172,32,4f2d1fab41,5,none,0.01
09-16 11:36,005930,2018,6,10,10,slim5,64,0.001,0.99,500,0.999,-0.1514,0.0889,-0.854,-0.2306,25,4f2d1fab41,5,none,0.01
09-16 11:36,005930,2018,7,10,10,slim5,64,0.001,0.99,500,0.999,-0.094,0.1463,-0.467,-0.2365,30,4f2d1fab41,5,none,0.01
09-16 11:37,005930,2018,8,10,10,slim5,64,0.001,0.99,500,0.999,-0.1124,0.1278,-0.563,-0.1994,30,4f2d1fab41,5,none,0.01
09-16 11:37,005930,2018,9,10,10,slim5,64,0.001,0.99,500,0.999,-0.2572,-0.0169,-1.705,-0.2742,16,4f2d1fab41,5,none,0.01
09-16 11:37,005930,2018,10,10,10,slim5,64,0.001,0.99,500,0.999,-0.1054,0.1349,-0.493,-0.198,14,4f2d1fab41,5,none,0.01
09-16 11:38,005930,2018,11,10,10,slim5,64,0.001,0.99,500,0.999,-0.3073,-0.0671,-2.093,-0.3218,25,4f2d1fab41,5,none,0.01
09-16 11:38,005930,2018,12,10,10,slim5,64,0.001,0.99,500,0.999,-0.1659,0.0744,-0.933,-0.1738,30,4f2d1fab41,5,none,0.01
09-16 11:38,005930,2018,13,10,10,slim5,64,0.001,0.99,500,0.999,-0.2142,0.0261,-1.414,-0.3551,39,4f2d1fab41,5,none,0.01
09-16 11:39,005930,2018,14,10,10,slim5,64,0.001,0.99,500,0.999,-0.3002,-0.0599,-1.995,-0.3227,31,4f2d1fab41,5,none,0.01
09-16 11:39,005930,2018,15,10,10,slim5,64,0.001,0.99,500,0.999,-0.2695,-0.0292,-1.746,-0.2915,29,4f2d1fab41,5,none,0.01
09-16 11:39,005930,2018,16,10,10,slim5,64,0.001,0.99,500,0.999,-0.0164,0.2239,0.029,-0.195,33,4f2d1fab41,5,none,0.01
09-16 11:39,005930,2018,17,10,10,slim5,64,0.001,0.99,500,0.999,-0.2309,0.0094,-1.477,-0.2382,22,4f2d1fab41,5,none,0.01
09-16 11:40,005930,2018,18,10,10,slim5,64,0.001,0.99,500,0.999,-0.1831,0.0571,-1.11,-0.2222,31,4f2d1fab41,5,none,0.01
09-16 11:40,005930,2018,19,10,10,slim5,64,0.001,0.99,500,0.999,-0.1288,0.1115,-0.699,-0.2349,41,4f2d1fab41,5,none,0.01
09-16 11:40,005930,2018,20,10,10,slim5,64,0.001,0.99,500,0.999,-0.1035,0.1368,-0.57,-0.2225,39,4f2d1fab41,5,none,0.01
09-16 11:41,005930,2019,1,10,10,slim5,64,0.001,0.99,500,0.999,-0.0335,-0.4735,-0.152,-0.2003,29,4f2d1fab41,5,none,0.01
09-16 11:41,005930,2019,2,10,10,slim5,64,0.001,0.99,500,0.999,0.3094,-0.1306,2.208,-0.1484,41,4f2d1fab41,5,none,0.01
09-16 11:42,005930,2019,3,10,10,slim5,64,0.001,0.99,500,0.999,0.3066,-0.1334,2.124,-0.1058,25,4f2d1fab41,5,none,0.01
09-16 11:42,005930,2019,4,10,10,slim5,64,0.001,0.99,500,0.999,-0.0391,-0.479,-0.188,-0.1939,25,4f2d1fab41,5,none,0.01
09-16 11:43,005930,2019,5,10,10,slim5,64,0.001,0.99,500,0.999,0.1592,-0.2808,1.19,-0.1323,20,4f2d1fab41,5,none,0.01
09-16 11:43,005930,2019,6,10,10,slim5,64,0.001,0.99,500,0.999,0.2137,-0.2262,1.531,-0.2151,25,4f2d1fab41,5,none,0.01
09-16 11:43,005930,2019,7,10,10,slim5,64,0.001,0.99,500,0.999,0.0271,-0.4129,0.306,-0.1516,40,4f2d1fab41,5,none,0.01
09-16 11:44,005930,2019,8,10,10,slim5,64,0.001,0.99,500,0.999,-0.1942,-0.6341,-1.628,-0.2165,54,4f2d1fab41,5,none,0.01
09-16 11:44,005930,2019,9,10,10,slim5,64,0.001,0.99,500,0.999,0.1507,-0.2893,1.141,-0.173,15,4f2d1fab41,5,none,0.01
09-16 11:45,005930,2019,10,10,10,slim5,64,0.001,0.99,500,0.999,0.2376,-0.2024,1.78,-0.1526,19,4f2d1fab41,5,none,0.01
09-16 11:45,005930,2019,11,10,10,slim5,64,0.001,0.99,500,0.999,0.0124,-0.4275,0.165,-0.1276,18,4f2d1fab41,5,none,0.01
09-16 11:46,005930,2019,12,10,10,slim5,64,0.001,0.99,500,0.999,0.2871,-0.1528,2.114,-0.1543,23,4f2d1fab41,5,none,0.01
09-16 11:46,005930,2019,13,10,10,slim5,64,0.001,0.99,500,0.999,0.0457,-0.3942,0.471,-0.1572,36,4f2d1fab41,5,none,0.01
09-16 11:47,005930,2019,14,10,10,slim5,64,0.001,0.99,500,0.999,0.0499,-0.3901,0.464,-0.1606,28,4f2d1fab41,5,none,0.01
09-16 11:47,005930,2019,15,10,10,slim5,64,0.001,0.99,500,0.999,-0.069,-0.5089,-0.423,-0.2105,30,4f2d1fab41,5,none,0.01
09-16 11:47,005930,2019,16,10,10,slim5,64,0.001,0.99,500,0.999,0.1266,-0.3134,0.936,-0.1538,29,4f2d1fab41,5,none,0.01
09-16 11:48,005930,2019,17,10,10,slim5,64,0.001,0.99,500,0.999,0.1713,-0.2686,1.317,-0.179,21,4f2d1fab41,5,none,0.01
09-16 11:48,005930,2019,18,10,10,slim5,64,0.001,0.99,500,0.999,0.0087,-0.4313,0.165,-0.1823,22,4f2d1fab41,5,none,0.01
09-16 11:48,005930,2019,19,10,10,slim5,64,0.001,0.99,500,0.999,0.0952,-0.3448,0.733,-0.1749,24,4f2d1fab41,5,none,0.01
09-16 11:49,005930,2019,20,10,10,slim5,64,0.001,0.99,500,0.999,0.1525,-0.2874,1.318,-0.1182,34,4f2d1fab41,5,none,0.01
09-16 11:49,005930,2020,1,10,10,slim5,64,0.001,0.99,500,0.999,0.1229,-0.3441,0.774,-0.0563,4,4f2d1fab41,5,none,0.01
09-16 11:50,005930,2020,2,10,10,slim5,64,0.001,0.99,500,0.999,0.2981,-0.1689,1.582,-0.3187,6,4f2d1fab41,5,none,0.01
09-16 11:50,005930,2020,3,10,10,slim5,64,0.001,0.99,500,0.999,0.2691,-0.198,1.36,-0.1285,24,4f2d1fab41,5,none,0.01
09-16 11:51,005930,2020,4,10,10,slim5,64,0.001,0.99,500,0.999,0.2781,-0.1889,1.443,-0.3634,21,4f2d1fab41,5,none,0.01
09-16 11:51,005930,2020,5,10,10,slim5,64,0.001,0.99,500,0.999,0.3692,-0.0979,1.862,-0.3187,9,4f2d1fab41,5,none,0.01
09-16 11:52,005930,2020,6,10,10,slim5,64,0.001,0.99,500,0.999,0.2257,-0.2413,1.287,-0.3491,17,4f2d1fab41,5,none,0.01
09-16 11:52,005930,2020,7,10,10,slim5,64,0.001,0.99,500,0.999,-0.0501,-0.5171,-0.067,-0.3272,30,4f2d1fab41,5,none,0.01
09-16 11:53,005930,2020,8,10,10,slim5,64,0.001,0.99,500,0.999,0.1117,-0.3554,0.755,-0.2616,25,4f2d1fab41,5,none,0.01
09-16 11:53,005930,2020,9,10,10,slim5,64,0.001,0.99,500,0.999,0.3818,-0.0853,1.729,-0.2912,21,4f2d1fab41,5,none,0.01
09-16 11:54,005930,2020,10,10,10,slim5,64,0.001,0.99,500,0.999,0.6083,0.1412,2.952,-0.1071,23,4f2d1fab41,5,none,0.01
09-16 11:54,005930,2020,11,10,10,slim5,64,0.001,0.99,500,0.999,0.3698,-0.0972,1.739,-0.2253,26,4f2d1fab41,5,none,0.01
09-16 11:54,005930,2020,12,10,10,slim5,64,0.001,0.99,500,0.999,0.5841,0.117,2.614,-0.3187,7,4f2d1fab41,5,none,0.01
09-16 11:55,005930,2020,13,10,10,slim5,64,0.001,0.99,500,0.999,0.5171,0.0501,2.787,-0.1184,42,4f2d1fab41,5,none,0.01
09-16 11:55,005930,2020,14,10,10,slim5,64,0.001,0.99,500,0.999,0.2094,-0.2576,1.182,-0.3187,21,4f2d1fab41,5,none,0.01
09-16 11:56,005930,2020,15,10,10,slim5,64,0.001,0.99,500,0.999,0.5983,0.1312,2.549,-0.1285,19,4f2d1fab41,5,none,0.01
09-16 11:57,005930,2020,16,10,10,slim5,64,0.001,0.99,500,0.999,0.1594,-0.3076,1.132,-0.1906,16,4f2d1fab41,5,none,0.01
09-16 11:57,005930,2020,17,10,10,slim5,64,0.001,0.99,500,0.999,0.2467,-0.2204,1.253,-0.3048,22,4f2d1fab41,5,none,0.01
09-16 11:58,005930,2020,18,10,10,slim5,64,0.001,0.99,500,0.999,0.2462,-0.2208,1.271,-0.2936,21,4f2d1fab41,5,none,0.01
09-16 11:58,005930,2020,19,10,10,slim5,64,0.001,0.99,500,0.999,-0.2006,-0.6676,-0.857,-0.316,19,4f2d1fab41,5,none,0.01
09-16 11:58,005930,2020,20,10,10,slim5,64,0.001,0.99,500,0.999,0.509,0.0419,2.307,-0.2637,34,4f2d1fab41,5,none,0.01
09-16 11:59,005930,2018,1,10,10,slim5,32,0.001,0.99,500,0.999,-0.1072,0.133,-0.523,-0.1567,28,4f2d1fab41,5,hold10,0.0
09-16 11:59,005930,2018,2,10,10,slim5,32,0.001,0.99,500,0.999,-0.3369,-0.0966,-2.404,-0.3446,27,4f2d1fab41,5,hold10,0.0
09-16 11:59,005930,2018,3,10,10,slim5,32,0.001,0.99,500,0.999,-0.1819,0.0584,-1.119,-0.2907,22,4f2d1fab41,5,hold10,0.0
09-16 12:00,005930,2018,4,10,10,slim5,32,0.001,0.99,500,0.999,-0.3066,-0.0663,-2.112,-0.3459,23,4f2d1fab41,5,hold10,0.0
09-16 12:00,005930,2018,5,10,10,slim5,32,0.001,0.99,500,0.999,-0.2598,-0.0195,-1.725,-0.2667,30,4f2d1fab41,5,hold10,0.0
09-16 12:00,005930,2018,6,10,10,slim5,32,0.001,0.99,500,0.999,-0.3555,-0.1153,-2.626,-0.3763,16,4f2d1fab41,5,hold10,0.0
09-16 12:00,005930,2018,7,10,10,slim5,32,0.001,0.99,500,0.999,-0.2494,-0.0091,-1.574,-0.2809,20,4f2d1fab41,5,hold10,0.0
09-16 12:01,005930,2018,8,10,10,slim5,32,0.001,0.99,500,0.999,-0.2083,0.0319,-1.316,-0.2509,20,4f2d1fab41,5,hold10,0.0
09-16 12:01,005930,2018,9,10,10,slim5,32,0.001,0.99,500,0.999,-0.2919,-0.0517,-1.957,-0.314,27,4f2d1fab41,5,hold10,0.0
09-16 12:01,005930,2018,10,10,10,slim5,32,0.001,0.99,500,0.999,-0.2995,-0.0593,-2.166,-0.3566,28,4f2d1fab41,5,hold10,0.0
09-16 12:02,005930,2018,11,10,10,slim5,32,0.001,0.99,500,0.999,-0.201,0.0393,-1.266,-0.2437,33,4f2d1fab41,5,hold10,0.0
09-16 12:02,005930,2018,12,10,10,slim5,32,0.001,0.99,500,0.999,-0.103,0.1372,-0.559,-0.2449,19,4f2d1fab41,5,hold10,0.0
09-16 12:03,005930,2018,13,10,10,slim5,32,0.001,0.99,500,0.999,-0.215,0.0252,-1.304,-0.271,28,4f2d1fab41,5,hold10,0.0
09-16 12:03,005930,2018,14,10,10,slim5,32,0.001,0.99,500,0.999,-0.1929,0.0473,-1.291,-0.261,30,4f2d1fab41,5,hold10,0.0
09-16 12:03,005930,2018,15,10,10,slim5,32,0.001,0.99,500,0.999,-0.2454,-0.0051,-1.54,-0.2541,32,4f2d1fab41,5,hold10,0.0
09-16 12:04,005930,2018,16,10,10,slim5,32,0.001,0.99,500,0.999,-0.274,-0.0337,-1.836,-0.2973,32,4f2d1fab41,5,hold10,0.0
09-16 12:04,005930,2018,17,10,10,slim5,32,0.001,0.99,500,0.999,-0.3004,-0.0601,-2.006,-0.3221,32,4f2d1fab41,5,hold10,0.0
09-16 12:04,005930,2018,18,10,10,slim5,32,0.001,0.99,500,0.999,-0.2947,-0.0544,-2.011,-0.2947,25,4f2d1fab41,5,hold10,0.0
09-16 12:04,005930,2018,19,10,10,slim5,32,0.001,0.99,500,0.999,-0.2099,0.0303,-1.356,-0.3013,33,4f2d1fab41,5,hold10,0.0
09-16 12:05,005930,2018,20,10,10,slim5,32,0.001,0.99,500,0.999,-0.2778,-0.0376,-1.889,-0.3003,29,4f2d1fab41,5,hold10,0.0
09-16 12:05,005930,2019,1,10,10,slim5,32,0.001,0.99,500,0.999,0.1833,-0.2566,1.325,-0.0893,23,4f2d1fab41,5,hold10,0.0
09-16 12:05,005930,2019,2,10,10,slim5,32,0.001,0.99,500,0.999,0.3063,-0.1336,2.107,-0.1499,34,4f2d1fab41,5,hold10,0.0
09-16 12:06,005930,2019,3,10,10,slim5,32,0.001,0.99,500,0.999,0.2743,-0.1656,2.042,-0.089,31,4f2d1fab41,5,hold10,0.0
09-16 12:06,005930,2019,4,10,10,slim5,32,0.001,0.99,500,0.999,0.0778,-0.3622,0.705,-0.2332,28,4f2d1fab41,5,hold10,0.0
09-16 12:07,005930,2019,5,10,10,slim5,32,0.001,0.99,500,0.999,0.4643,0.0244,3.039,-0.1236,27,4f2d1fab41,5,hold10,0.0
09-16 12:07,005930,2019,6,10,10,slim5,32,0.001,0.99,500,0.999,0.2689,-0.171,1.921,-0.2163,26,4f2d1fab41,5,hold10,0.0
09-16 12:08,005930,2019,7,10,10,slim5,32,0.001,0.99,500,0.999,0.4612,0.0213,3.275,-0.1331,34,4f2d1fab41,5,hold10,0.0
09-16 12:08,005930,2019,8,10,10,slim5,32,0.001,0.99,500,0.999,0.335,-0.105,2.26,-0.1529,28,4f2d1fab41,5,hold10,0.0
09-16 12:08,005930,2019,9,10,10,slim5,32,0.001,0.99,500,0.999,0.029,-0.4109,0.362,-0.1818,32,4f2d1fab41,5,hold10,0.0
09-16 12:09,005930,2019,10,10,10,slim5,32,0.001,0.99,500,0.999,0.2698,-0.1702,1.982,-0.1637,31,4f2d1fab41,5,hold10,0.0
09-16 12:09,005930,2019,11,10,10,slim5,32,0.001,0.99,500,0.999,0.3228,-0.1171,2.355,-0.1251,21,4f2d1fab41,5,hold10,0.0
09-16 12:09,005930,2019,12,10,10,slim5,32,0.001,0.99,500,0.999,0.4278,-0.0121,2.958,-0.1287,34,4f2d1fab41,5,hold10,0.0
09-16 12:10,005930,2019,13,10,10,slim5,32,0.001,0.99,500,0.999,0.4154,-0.0246,2.88,-0.1253,35,4f2d1fab41,5,hold10,0.0
09-16 12:10,005930,2019,14,10,10,slim5,32,0.001,0.99,500,0.999,0.2857,-0.1543,2.061,-0.1755,32,4f2d1fab41,5,hold10,0.0
09-16 12:10,005930,2019,15,10,10,slim5,32,0.001,0.99,500,0.999,0.2181,-0.2218,1.627,-0.1979,27,4f2d1fab41,5,hold10,0.0
09-16 12:11,005930,2019,16,10,10,slim5,32,0.001,0.99,500,0.999,0.1975,-0.2425,1.518,-0.2175,26,4f2d1fab41,5,hold10,0.0
09-16 12:11,005930,2019,17,10,10,slim5,32,0.001,0.99,500,0.999,0.248,-0.192,1.868,-0.1919,38,4f2d1fab41,5,hold10,0.0
09-16 12:11,005930,2019,18,10,10,slim5,32,0.001,0.99,500,0.999,0.1775,-0.2624,1.314,-0.1204,32,4f2d1fab41,5,hold10,0.0
09-16 12:12,005930,2019,19,10,10,slim5,32,0.001,0.99,500,0.999,0.5005,0.0606,3.25,-0.1646,22,4f2d1fab41,5,hold10,0.0
09-16 12:12,005930,2019,20,10,10,slim5,32,0.001,0.99,500,0.999,0.2474,-0.1926,1.917,-0.1144,30,4f2d1fab41,5,hold10,0.0
09-16 12:12,005930,2020,1,10,10,slim5,32,0.001,0.99,500,0.999,0.4352,-0.0319,2.131,-0.3187,3,4f2d1fab41,5,hold10,0.0
09-16 12:13,005930,2020,2,10,10,slim5,32,0.001,0.99,500,0.999,0.2464,-0.2206,1.357,-0.3626,32,4f2d1fab41,5,hold10,0.0
09-16 12:13,005930,2020,3,10,10,slim5,32,0.001,0.99,500,0.999,0.2866,-0.1804,1.568,-0.2917,30,4f2d1fab41,5,hold10,0.0
09-16 12:14,005930,2020,4,10,10,slim5,32,0.001,0.99,500,0.999,0.3228,-0.1442,1.69,-0.3189,5,4f2d1fab41,5,hold10,0.0
09-16 12:14,005930,2020,5,10,10,slim5,32,0.001,0.99,500,0.999,0.4276,-0.0395,1.998,-0.3161,22,4f2d1fab41,5,hold10,0.0
09-16 12:14,005930,2020,6,10,10,slim5,32,0.001,0.99,500,0.999,0.4699,0.0028,2.207,-0.2507,32,4f2d1fab41,5,hold10,0.0
09-16 12:15,005930,2020,7,10,10,slim5,32,0.001,0.99,500,0.999,0.4705,0.0034,2.159,-0.2131,26,4f2d1fab41,5,hold10,0.0
09-16 12:15,005930,2020,8,10,10,slim5,32,0.001,0.99,500,0.999,0.4085,-0.0585,1.983,-0.2928,32,4f2d1fab41,5,hold10,0.0
09-16 12:15,005930,2020,9,10,10,slim5,32,0.001,0.99,500,0.999,0.1698,-0.2972,1.072,-0.29,27,4f2d1fab41,5,hold10,0.0
09-16 12:16,005930,2020,10,10,10,slim5,32,0.001,0.99,500,0.999,0.013,-0.4541,0.286,-0.3633,34,4f2d1fab41,5,hold10,0.0
09-16 12:16,005930,2020,11,10,10,slim5,32,0.001,0.99,500,0.999,0.4275,-0.0396,2.033,-0.2856,26,4f2d1fab41,5,hold10,0.0
09-16 12:17,005930,2020,12,10,10,slim5,32,0.001,0.99,500,0.999,0.4974,0.0304,2.587,-0.1838,29,4f2d1fab41,5,hold10,0.0
09-16 12:17,005930,2020,13,10,10,slim5,32,0.001,0.99,500,0.999,0.1266,-0.3404,0.784,-0.2937,31,4f2d1fab41,5,hold10,0.0
09-16 12:17,005930,2020,14,10,10,slim5,32,0.001,0.99,500,0.999,0.3237,-0.1433,1.866,-0.1516,32,4f2d1fab41,5,hold10,0.0
09-16 12:18,005930,2020,15,10,10,slim5,32,0.001,0.99,500,0.999,0.2945,-0.1726,1.488,-0.3091,37,4f2d1fab41,5,hold10,0.0
09-16 12:18,005930,2020,16,10,10,slim5,32,0.001,0.99,500,0.999,0.4451,-0.0219,2.172,-0.1894,24,4f2d1fab41,5,hold10,0.0
09-16 12:18,005930,2020,17,10,10,slim5,32,0.001,0.99,500,0.999,0.3086,-0.1584,1.597,-0.3306,24,4f2d1fab41,5,hold10,0.0
09-16 12:19,005930,2020,18,10,10,slim5,32,0.001,0.99,500,0.999,0.296,-0.171,1.705,-0.2964,20,4f2d1fab41,5,hold10,0.0
09-16 12:19,005930,2020,19,10,10,slim5,32,0.001,0.99,500,0.999,0.4379,-0.0292,2.031,-0.2967,25,4f2d1fab41,5,hold10,0.0
09-16 12:19,005930,2020,20,10,10,slim5,32,0.001,0.99,500,0.999,0.3836,-0.0834,1.731,-0.2458,30,4f2d1fab41,5,hold10,0.0
09-16 12:20,005930,2018,1,10,10,slim5,128,0.001,0.99,500,0.999,-0.3246,-0.0843,-2.309,-0.3323,28,4f2d1fab41,5,hold10,0.0
09-16 12:20,005930,2018,2,10,10,slim5,128,0.001,0.99,500,0.999,-0.2693,-0.029,-1.893,-0.3748,25,4f2d1fab41,5,hold10,0.0
09-16 12:21,005930,2018,3,10,10,slim5,128,0.001,0.99,500,0.999,-0.2228,0.0175,-1.494,-0.3065,21,4f2d1fab41,5,hold10,0.0
09-16 12:21,005930,2018,4,10,10,slim5,128,0.001,0.99,500,0.999,-0.3555,-0.1152,-2.573,-0.369,27,4f2d1fab41,5,hold10,0.0
09-16 12:21,005930,2018,5,10,10,slim5,128,0.001,0.99,500,0.999,-0.2406,-0.0003,-1.647,-0.2967,25,4f2d1fab41,5,hold10,0.0
09-16 12:22,005930,2018,6,10,10,slim5,128,0.001,0.99,500,0.999,-0.2309,0.0094,-1.474,-0.2609,28,4f2d1fab41,5,hold10,0.0
09-16 12:22,005930,2018,7,10,10,slim5,128,0.001,0.99,500,0.999,-0.1734,0.0669,-1.084,-0.183,23,4f2d1fab41,5,hold10,0.0
09-16 12:23,005930,2018,8,10,10,slim5,128,0.001,0.99,500,0.999,-0.0986,0.1417,-0.487,-0.2252,28,4f2d1fab41,5,hold10,0.0
09-16 12:23,005930,2018,9,10,10,slim5,128,0.001,0.99,500,0.999,-0.3133,-0.073,-2.134,-0.3213,29,4f2d1fab41,5,hold10,0.0
09-16 12:23,005930,2018,10,10,10,slim5,128,0.001,0.99,500,0.999,-0.3934,-0.1531,-3.251,-0.3991,32,4f2d1fab41,5,hold10,0.0
09-16 12:24,005930,2018,11,10,10,slim5,128,0.001,0.99,500,0.999,-0.1861,0.0542,-1.219,-0.3458,23,4f2d1fab41,5,hold10,0.0
09-16 12:24,005930,2018,12,10,10,slim5,128,0.001,0.99,500,0.999,-0.2587,-0.0185,-1.671,-0.2972,29,4f2d1fab41,5,hold10,0.0
09-16 12:25,005930,2018,13,10,10,slim5,128,0.001,0.99,500,0.999,-0.2633,-0.023,-1.567,-0.2888,17,4f2d1fab41,5,hold10,0.0
09-16 12:25,005930,2018,14,10,10,slim5,128,0.001,0.99,500,0.999,-0.0729,0.1674,-0.346,-0.1917,26,4f2d1fab41,5,hold10,0.0
09-16 12:25,005930,2018,15,10,10,slim5,128,0.001,0.99,500,0.999,-0.2552,-0.0149,-1.652,-0.2638,17,4f2d1fab41,5,hold10,0.0
09-16 12:26,005930,2018,16,10,10,slim5,128,0.001,0.99,500,0.999,-0.255,-0.0147,-1.719,-0.2829,26,4f2d1fab41,5,hold10,0.0
09-16 12:26,005930,2018,17,10,10,slim5,128,0.001,0.99,500,0.999,-0.308,-0.0677,-2.221,-0.3211,28,4f2d1fab41,5,hold10,0.0
09-16 12:27,005930,2018,18,10,10,slim5,128,0.001,0.99,500,0.999,-0.3732,-0.133,-2.746,-0.3732,26,4f2d1fab41,5,hold10,0.0
09-16 12:27,005930,2018,19,10,10,slim5,128,0.001,0.99,500,0.999,-0.0327,0.2075,-0.031,-0.1715,34,4f2d1fab41,5,hold10,0.0
09-16 12:28,005930,2018,20,10,10,slim5,128,0.001,0.99,500,0.999,-0.4301,-0.1898,-3.43,-0.4429,27,4f2d1fab41,5,hold10,0.0
